localword,words,type
adele_4,"['I will stop once #adele25 Is in my hands. #7moredays #snl #adele #hola #wepa #davitv #shutup… https://t.co/IHdwAxhzfF', 'On the road again!! In New York City for a couple days to see Adele concert! #adele #newyorkcity… https://t.co/8wbWKqBABa', 'adele dylanjoryp ??? pose for a photo backstage at Hamilton:The Musical!\r\n#Adele #Adele25… https://t.co/1C8SDsXmXU', 'She started it first!!! #judy #judygarland #respect #hometownglory #legends #tsofd #adele #vocals… https://t.co/TJLiSNxOV7', 'Adele in 2 hours! @ Lincoln Tunnel https://t.co/qHTVfv0MIA', 'Adele is about to melt my heart to stone ?? #concertswithmak #nycshenaniganswithmak @ Madison… https://t.co/6CAc9XoBDg', 'adele with my BAEs! #PunjabiCrew #ColumbiaCrew #NoNewFriends #Concerts #VIP #MailBAEs… https://t.co/K9sL2PNJMG', ""Gold goblet in hand so let's do this adele !!\r\n?\r\n?\r\n?\r\n#adele\r\n#music… https://t.co/UyQn27mj6K"", 'Pre-show dinner and drinks. ? #LAmico #KimptonHotel #Adele #OpeningNight Cc @william_sawyer… https://t.co/KXXv9GLc3N', 'Adele telling stories as she kicks off 6 sold out shows @thegarden!So far we learned she been to… https://t.co/N50pNhhUOS', 'Adele sing a Bob Dylan oldie but goodie#bobdylan #adele #amazing#nyc @ Madison Square Garden https://t.co/YwZfRJrSBx', 'There are worse mondays. #adele #hello #yearofmitchell @ Madison… https://t.co/rU4o4x0lBP', 'Tonight I worshipped at the Church of Adele and I am reborn. #adele #ionlycriedonce… https://t.co/SPe43M3uHl', 'Adele was amazing!! ??? Thank You so much, best show ever. One of a kind. #adele #adelelive2016… https://t.co/N0hIl1ZhWg', 'The Queen + MSG x brooklyn2pgh = an amazing night ..... #Adele #adelelive2016 #nyc #MSG #adele25… https://t.co/gfkjMisvWQ', 'Part concert. Part comedy show. ??? #MostTalkative #Adele #OpeningNight #MSG Cc adele… https://t.co/8OigEpRUP1', 'Still cant believe i saw the one and only #Adele ,was one to… https://t.co/nCHwsw5bDL', 'About last night. Adele. ? #hello #stunning #thatvoice #nofilterneeded #blowmeaway #amazing… https://t.co/selD3LdhnT', 'Hello ... #Adele #msg #NYC #5thRow #aboutlastnight #openingnight #merrychristmasmom  ?? @… https://t.co/0gzRP8qEpB', ""And here's more-she was fabulous! adele #madisonsquaregarden #newyorkcity #travel… https://t.co/GRhF8t1XYN"", 'Seeetest devotion I know ? #adele #adelelive2016 #bestnightofmylife #dreamscometrue @ Madison… https://t.co/5y4guLisCS', ""We've been so busy this week making cake pops for #Adele  #adelemsg #nycakepops @ New York Cake… https://t.co/vedZJqaekn"", ""My night begins with a delicious meal at lugo's. #night out #Adele… https://t.co/nZiOOmspfg"", ""We feel like we are at Willy Wonka's Chocolate Factory with a Golden Ticket ?????????? #ADELE… https://t.co/00KuxtNrPc"", 'Pre adele drinks and dinner @taony with mypicsinspace and @petkov0202 #adele #nyc @ TAO Downtown https://t.co/svGqrwwNRw', 'Greatest night in me and @alliebickoff1 lives ?#adelelive2016 #adele #september192016… https://t.co/Yza4YScqBB', 'adele my favorite Song of the night !!! #dontyouremember #adele #adelelive #ilovethissong #tears… https://t.co/pUV5bQ1nxQ', ""Hello.... Adele! We've been waiting over a year to come cry our hearts out with you &lt;3 #adele @… https://t.co/oqTmgMoxZq"", 'The stage awaits for adele! ??? #adele #madisonsquaregarden #nyc #adelelive2016 #worththewait @… https://t.co/8rSCBEJRDP', 'adele &lt;3\r\n\r\nLove Adele.\r\n\r\n#music #concert  #adeleconcert #madisonsquaregarden #makeup #wingliner… https://t.co/YcJkfW97KU', 'Showtime! Happy to be here with @kitty_vogel and @gomer0298 ? #hello #Adele #madisonsquaregarden… https://t.co/fj1M8No8PH', ""If you know me, you know how much I love Adele and how she's my favorite singer in the world.… https://t.co/MlyDuWPy9c"", 'Adele shooting the shit 2 #adelelive2016 #adelemsg #openingnight #adele @ New York, New York https://t.co/hy9mBlejkx', 'Pure magic seeing adele tonight thanks to @jennybfriedman ???? #sweatlife #music #adele #hello… https://t.co/DPfoxpfTtO', 'Thank you to adele for a perfect night in #nyc #live #womenwhohustle @ Adele at Madison Square… https://t.co/zCpOUWa6AC', 'ADELE CONFETTI!!!!  She reminds me of home ????. #Adele #AdeleNYC . So beautiful to see an… https://t.co/yqz5KIWq7O', 'ABSOLUTELY INCREDIBLE. ADELE adele \r\n\r\n#MadisonSquareGarden #Adele #NYC #Amazing #19 #21 #25 @… https://t.co/Tf8CPkPqI2', ""That's Adele...right there...20 ft away from me. What a gift!!! #livingthedream #adelemsg #adele… https://t.co/xVBbk5YNsr"", 'Rumor Has It... the squad was out #MEN plus ONE (kz614 ) #Adele #MSG… https://t.co/F1lIlJfqsf', 'Because sometimes you just need your big sister, some music and a good cry #adele @ Madison… https://t.co/JFn2z6PeZU', 'Highly favored and #blessed to be here ?? #adele #hellofromtheotherside @ Madison Square Garden https://t.co/YLM8FOljCP', 'When adele invites a #DragQueen impersonator on stage for a Selfie ???????????????? #Adele… https://t.co/NZTfjo87oL', ""...how are you? I'm not okay because Adele is RIDICULOUS. A voice is not to be believed, an… https://t.co/SqOwQ8Hq2K"", '""why would I do something when I can do nothing at all?"" -Adele, on at first saying no to… https://t.co/OmOsWEfCXs', 'I felt her looking right through me!  Amazing performance tonight by Adele!  adele #adele #nyc… https://t.co/P3dQfrCVOZ', 'Very fitting song to end an amazing concert #Adele #adelelive2016 #adeleconcert #nyc… https://t.co/RdCddm5Oty', 'Best anniversary gift ever!!!! #Adele #adele2016 #surprisetickets @… https://t.co/7c2fyEmwIZ', '#Adele #Hello #meandmygirl @nishab74 Wow! Adele rules and rocks!!! @… https://t.co/RX6zdCA3qs', 'Adele, rolling on the deep!!  #Adele #AdeleMSG # AdeleConvert #msg #adelelive2016 #instagood… https://t.co/w918rS3Rql', 'You had me at ""Hello"". Hello adele #newyorkcity #nyc #madisonsquaregarden #travel @ Madison… https://t.co/FzUW1EHzr2', ""Pull me in, hold me tight, don't let go, baby, give me light \r\n#Adele #AdeleMSG… https://t.co/1nutQZgMY0"", 'Adele @thegarden \r\n\r\n#newyork #newyorkcity #newyorker #newyorkcitylife #nyc #soldout #adele… https://t.co/8FSytbvzIH', '""I Miss You"" .... I swaying the whole time :\') love this song. #music #adele #adeleconcert… https://t.co/tkxWDceT3j', '""Chasing Pavements""\r\n#music #adele #adeleconcert #madisonsquaregarden #adelechasingpavements @… https://t.co/tjI6IAFkna', 'What could be than adele playing in your home state and dedicating her show to #brangelina #msg… https://t.co/QwpWhBmnoO', ""adele sang #HappyBirthday and there was confetti. I'm not saying this was a #birthday party for… https://t.co/Gsh6JanKpL"", ""Okay last one - can't believe I got to be a part of one of her 6 sold out concerts in NY #adele… https://t.co/vzF3EAUC2H"", 'Out with my Kwaynes to see the Queeeeeen ?? #Adele @ Madison Square Garden https://t.co/Qei5ulrAv4', 'Ms. Adkins, you are truly a once-in-a-lifetime talent ?? adele @thegarden @msgnyc #adele… https://t.co/CEqlAonHEB', 'Thank you adele \r\nYou are truly one in a million.\r\n\r\n#adele #concert… https://t.co/ko67wEendu', 'Ok one more. After last night, I believe adele could set fire to the rain. #iconic @ Madison… https://t.co/prNgTfsD9I', 'What an amazing concert by the only one Adele! #Adele #AdeleMSG # AdeleConvert #msg… https://t.co/sOYLVVpSd1', 'Thanks @macklowe for the best #hsn girls night out. Loved adele! Photo credit goes to our fave… https://t.co/ehMm5cdLx2', 'madisonsquaregarden adele Me this Tonight. @ #msg  #Madisonsquaregarden #stubhub #adele… https://t.co/wbfKhEjp5m', 'Just picked up my adele 2nd show tickets thanks to my friend ??? @… https://t.co/OvxZHsh3bQ', 'The BEST view before #adele  Celebrating #avnet our partners… https://t.co/nwvJIo4i1H', 'Who knew that adele took #uberpool to her own concert Madison Square Garden!… https://t.co/82AKoUNjhq', 'Adele was a fitting end to an incredible summer. Embracing change can be tough at first, but… https://t.co/gqyP0TTQVN', 'Adele! Row 1  unobstructed  view for us short people. ? #adele #nyc @ Madison Square Garden https://t.co/hiSrS8UO9F', ""If you need me in the next few hours, I'll be in heaven. #adele #nyc @ Madison Square Garden https://t.co/Xfiljb894z"", 'Magical NYC night with adele. Thank you, @gwkmsacademy! cc: ccalbi jackiesandsk ??? @ Madison… https://t.co/zoZ3mEWTfe', 'Adele and her serious pipes (@ Madison Square Garden - @thegarden for Adele in New York, NY) https://t.co/7uNKAtnaLZ https://t.co/dxri4hoNvr', 'hello from the other side...adele @ Madison Square Garden https://t.co/SBEttjiFRZ', 'Adele live at the MSG!! #adele #adelelive2016 #adeleconcert2016 #setfiretotherain #instadaily… https://t.co/bq8RjdSZwI', 'Such a pretty amazing woman. With a beautiful voice. ?? #adelelive2016 #adele #adeleconcert… https://t.co/FEqoSpg8Rb', '#Adele called an audience member (Molly) on stage for a quick selfie #MSG adele &lt;3 @ Madison… https://t.co/gZR97nVdtQ', 'An extremely talented artist doing her thing #AdeleLive2016 #Adele… https://t.co/AKYuiZRrgi']",topic 19
adeleconcert_0,"['adele &lt;3\r\n\r\nLove Adele.\r\n\r\n#music #concert  #adeleconcert #madisonsquaregarden #makeup #wingliner… https://t.co/YcJkfW97KU', 'Very fitting song to end an amazing concert #Adele #adelelive2016 #adeleconcert #nyc… https://t.co/RdCddm5Oty', 'Finally?????? #Adele #NYC #nycjunkgirl #hello #adeleinnyc #adelelive2016 #adeleconcert @ Madison… https://t.co/fHOMZOecPu']",topic 19
adelelive2016_2,"['AHHHHHHHH SO CLOSE!!!! #msg #adelelive2016 #bestdayever2016 @… https://t.co/aGxnnDN8lR', 'Adele was amazing!! ??? Thank You so much, best show ever. One of a kind. #adele #adelelive2016… https://t.co/N0hIl1ZhWg', '#whenwewereyoung   #adelelive #adelelive2016 #tsofjd #adele @ New York, New York https://t.co/uti5t0thZo', 'The Queen + MSG x brooklyn2pgh = an amazing night ..... #Adele #adelelive2016 #nyc #MSG #adele25… https://t.co/gfkjMisvWQ', 'Hello from the other side. @thinkinhunter   #helloitsme #someonelikeyou #adele #adelelive2016… https://t.co/O8gE0R5gp3', 'Another shot from #Adele at MSG last night. #adelelive2016 @ Madison Square Gaeden Nyc https://t.co/o07TgqFEBK', 'Seeetest devotion I know ? #adele #adelelive2016 #bestnightofmylife #dreamscometrue @ Madison… https://t.co/5y4guLisCS', '""Hello, it\'s me."" #adele #adelelive2016 #madisonsquaregarden #adeleinnyc #hellofromtheotherside… https://t.co/a5iPwa68qi', 'The stage awaits for adele! ??? #adele #madisonsquaregarden #nyc #adelelive2016 #worththewait @… https://t.co/8rSCBEJRDP', 'I cried through the whole show. Thank you, ADELE for all the feels. #boxofadeles #adelelive2016… https://t.co/kdq2oKpSbD', 'Very fitting song to end an amazing concert #Adele #adelelive2016 #adeleconcert #nyc… https://t.co/RdCddm5Oty', 'Adele, rolling on the deep!!  #Adele #AdeleMSG # AdeleConvert #msg #adelelive2016 #instagood… https://t.co/w918rS3Rql', ""Send my love to your new lover, treat her better...  ?? Adele's Concert  #fanclub #adelelive2016… https://t.co/FJjT9arW7r"", 'Such a pretty amazing woman. With a beautiful voice. ?? #adelelive2016 #adele #adeleconcert… https://t.co/FEqoSpg8Rb', 'Tonight was everything and more! Thank you Adele ?? #Adele #adelelive2016 #adelemsg #25 #nyc… https://t.co/dPNmGh8j1x', 'Adele shined bright at MSG #music #adele2016 #adeleconcert #adele #adelelive2016 @ Madison… https://t.co/SeUcvQtu6T', ""ADELE!!! One of the greatest concerts I've ever been to. She's incredible. #Adele #AdeleLive2016… https://t.co/em7eYsfDVx""]",topic 19
adk_1,"['Goodbye for ADK! It was nice that music brought us together once again. See you in a few months.… https://t.co/RyULZRTuD6', 'Getting around Avalanche Lake would be impossible without ""Hitch-Up Matildas."" #adirondacks #adk… https://t.co/mRXPKhIBlo', '""Do you even realize how millennial we are right now?"" - Chris #ADK #CraftBeer floydian42 @… https://t.co/CsmSYhgv31', 'Psalms 50:2 ??? #nature #photography #sunset #adk @ Adirondack Mountains https://t.co/VAIvjRQdME', 'On top of Wright looking up at Algonquin. Numbers 5 &amp; 6 of 46. #adk #highpeak #adirondaks… https://t.co/CvwcrCYhWR']",topic 21
adpicsuf_0,"['so excited to be apart of this sisterhood ? #adpicsuf @ Alpha Delta Pi, ZA https://t.co/LhQnRctF61', 'Roomies/Sisters ?? #ADPiCSUF @ Fullerton, California https://t.co/StGx9jQeG9', 'WELCOME TO THE GOOD LIFE MY PERFECT PIPES ?? #Bidday2016 #pipal #adpicsuf @ Alpha Delta Pi, ZA https://t.co/d4PTAleVLk', 'love my new sisters?? #adpicsuf @ California State University, Fullerton https://t.co/3LpMaINOSS']",topic 27
aerosmith_0,"['@joeperry jamming through the fog kaaboodelmar. aerosmith #music #guitar @ KAABOO https://t.co/1mVEtXgHpx', '#Aerosmith #kaboo and who the hell is eating a #hotdog right now? ? I smell #nitrates #omg #ew @… https://t.co/09zGZ1ouoB', 'Loved them! #Aerosmith #kaaboo2016 #DreamOn #StevenTyler #rockerchick @ KAABOO https://t.co/gaiPVL20bY', 'Aerosmith happened and it happened good. @ KAABOO https://t.co/UtMJOcerW8', 'Front and center at #Aerosmith #KaabooDelMar @ KAABOO https://t.co/xDoVn65b0s', 'Aerosmith was stunning to see live! #stillhaveit #rocknroll @ KAABOO https://t.co/tjKio7TZLu', 'This is cute #aerosmith #steventyler #bradwhitford #kaaboo @ Kaaboo Del Mar 2016 San Diego https://t.co/dLomAjsrex', 'Derped out during Aerosmith... kaaboodelmar with the accessiblefestivals crew! \r\n#Kaaboo… https://t.co/REdBtAssiU', 'About last night.. #KAABOO Day 2 music legends #aerosmith and #lennykravitz the crowds were… https://t.co/ivdvVHFcQd', '#Aerosmith was amazing last night in concert, super fun chatting with him this morning… https://t.co/2E9fZ8hBMs', 'Aerosmith last night rocked the house! #kaaboo #aerosmith #idontwannamissathing @ KAABOO https://t.co/ub2uVXnhKA']",topic 19
africanamerican_1,"[""I'm kinda in love with this building! #smithsonian #museum #nationalmall #africanamerican… https://t.co/4XlYYuRfUZ"", 'Getting ready for the grand opening #Smithsonian #AfricanAmerican #museum #beauty #art… https://t.co/Wd9qPBWsat']",topic 23
agourahill_0,"[""We're #hiring! Click to apply: Technical Support Analyst II - https://t.co/2GmXkis0SZ #Job #IT #AgouraHills, CA #Jobs #CareerArc"", 'Want to work in #AgouraHills, CA? View our latest opening: https://t.co/Rd2H2iMxXF #Job #Clerical #Jobs #Hiring #CareerArc', ""Want to work at Robert Half Finance &amp; Accounting? We're #hiring in #AgouraHills, CA! Click for details: https://t.co/CbZHkJzr2x #Job #Jobs"", 'This #job might be a great fit for you: Credit Union Personal Banker - https://t.co/huhtJoxXw8 #AgouraHills, CA https://t.co/n3IPhqmD6O', 'Interested in a #job in #AgouraHills, CA? This could be a great fit: https://t.co/w5RGL4kS6Y #Art #Hiring #CareerArc', 'Can you recommend anyone for this #job in #AgouraHills, CA? https://t.co/mg3mXaxwKd #Hospitality #Veterans #Hiring #CareerArc']",topic 9
air canada_0,"['Maxwell &amp; Mary J. Blige - November 14th 7PM - King and Queen of Hearts World Tour - Air Canada… https://t.co/r4YXdUcE0z', 'Awesome seats and great game! Thanks Bell! #worldcupofhockey #northamericavsfinland @ Air Canada… https://t.co/1s3nT8sWB4', 'World Cup of #Hockey!  #wch2016 #12yearsofwaiting!  #northamerica #roadcrewcrunch @ Air Canada… https://t.co/jrp2G8npi4', '?#WorldCup-ing with this massive #hockey fan ? jessesdead #northamerica vs #finland @ Air Canada… https://t.co/h65meUCNc8', 'This is how I feel after working a weekend full of weddings.   #iamalltalk @ The Air Canada… https://t.co/PA2NsZhrpb', ""Go #canadahockey Go !  Who else has a friendly wager on this game ?   Let's Go ! @ Air Canada… https://t.co/jyaGLdDViP"", 'Only fight Dawe has ever lost. Dummied by his own tender. #hockey #pumpHisEyesShut @ Air Canada… https://t.co/Z6RufA4FPW', 'Cheering on the kids #wch2016 #TeamNA #BeattheSwedes #Toronto #hockey #NHL #Under23 @ Air Canada… https://t.co/FtZZ2tMAxn', ""This is OUR game. Home turf - let's bring home the win, boys. #WhenWeWin #WCH2016 @ Air Canada… https://t.co/A3NSOY2tgd"", 'USA Game!! Why not!! Get to see JVR!!! Great seats!! @ Air Canada… https://t.co/F4znUVEqsN', 'super happy because Patrick Kane is super sad!!!!!! ? @ Air Canada… https://t.co/4SUIy72OCO']",topic 21
air canada centre_1,"[""Monday's off calls for a #WCH2016 game with my favourite guys ? @ Air Canada Centre https://t.co/M1VYvRUqEM"", ""Hang in there hockey fans, we're less than a month away from opening night! @ Air Canada Centre https://t.co/sApjAPMRV1"", 'Last night was amazing. I missed hockey @ Air Canada Centre https://t.co/g9nzH8iiT7', 'Young guns vs ovi #aircanadacentre #wch #hockey? @ Air Canada Centre https://t.co/tBF6dgdfHh', 'The boys may have lost but we still had a great time #worldcupofhockey2016 @ Air Canada Centre https://t.co/P9SmjrVd5S', 'Got free tickets to Sweden Finland. #winning. @ Air Canada Centre https://t.co/o8ANogAcHy', ""Who's ready?? #wcoh #wcoh2016 #hockey #teamcanada #6ix #framedbydesign #custom @ Air Canada Centre https://t.co/sEpa9Ulut7"", ""Who's going to win tonight? Comment below! ?????? @ Air Canada Centre https://t.co/YGoVexqM7X"", 'J. Quick warming up for Team USA #WCH2016 @ Air Canada Centre https://t.co/jyJWKmyomk', 'Next step, beat this American hockey team! #worldcup #canada #careyprice @ Air Canada Centre https://t.co/CTWmsSNOdx', 'Let the rivalry continue ??USA???? #wch2016 #usa #ibelieve #unitedwestand @ Air Canada Centre https://t.co/ZyntUAxLn4', '#wch2016 taking in the Can US game with my oldest and her aunty and uncle. @ Air Canada Centre https://t.co/dlry1BrRrC', 'tuesday nights in the six #canadavsusa #worldhockey ???? @ Air Canada Centre https://t.co/IFmw36XAH4', 'Usa Canada speed power skills #aircanadacentre #wch2016 @ Air Canada Centre https://t.co/eAgX5ckGKC', ""King Sheeran, it's one year ? @ Air Canada Centre https://t.co/HgLUx73n7U"", 'Sometimes when you start a night, you never know where you will end up... @ Air Canada Centre https://t.co/mR4c5910lh', ""Price break, he's back! #wch2016 @ Air Canada Centre https://t.co/ayV4Vn7V32"", 'Barn burner going on at ACC #sweden vs #northamerica @ Air Canada Centre https://t.co/pMA9soeI1G', '6 hours Sunday. Another 3 tonight #wch2016 ?#EH @ Air Canada Centre https://t.co/b0Ow0o3yEi', ""There's a good chance that was the most exciting hockey game I'll ever witness. @ Air Canada Centre https://t.co/l7Aqgissdd"", 'Back again! #TeamCanada vs #TeamEurope #worldcupofhockey #torontolife @ Air Canada Centre https://t.co/5hpJq4fwPq', 'Holla we dem boys @ Air Canada Centre https://t.co/hKNMwsTH0Q', '?????? I got these tickets 8 hours ago ?????? #wch2016 @ Air Canada Centre https://t.co/mkz5IuvVNW', 'My date for the evening #daddio #mytreat @ Air Canada Centre https://t.co/7Z70VFQ0GO', 'Come on Team Finland you can do this!\r\n#gofinland @ Air Canada Centre https://t.co/VM6sKhk2cv', 'Huge Russian win today ! Canada Russia semi final. Should be a dandy #wch2016 @ Air Canada Centre https://t.co/ZoTUCpxFKr', '#worldcupofhockey2016  Russian beat down.. @ Air Canada Centre https://t.co/jmSxF4hv4i', '#WCH2016 United States Vs Czech Republic @ Air Canada Centre https://t.co/kr1mvIfWyS', ""Cant quite believe I'm actually watching hockey in the Air Canada Centre.\r\n\r\nIt's happening!! USA… https://t.co/RZn4qHpnJd"", '#worldcuphockey @qholmes88 thanks for the tickets!! gracethedoggie good times @ Air Canada Centre https://t.co/RYZSjCr2UC', 'Long live the reckless and the brave ? your legacy will live on ? @ Air Canada Centre https://t.co/vqKwU9OSvb', 'WORLD CUP OF HOCKEY 2016 #WCOH16 @ Air Canada Centre https://t.co/lmuVz5isVC', 'Epic game with epic friends, GO CANADA 4-1 VS Europe - missed you guys!!! ??? @ Air Canada Centre https://t.co/6RpbLAbILM', 'Dag 53: I need to get me one of these! @ Air Canada Centre https://t.co/TMRDSOlGvN', 'Ha! Hockey\'s cheerleaders/""icekeepers"" @ Air Canada Centre https://t.co/qLYYZh0vlD']",topic 29
alcatraz_0,"['Of all the things planned for this trip, Alcatraz is the one my husband is most excited to do. @… https://t.co/TmT84R3ti7', 'Cell blocks at Alcatraz #prisonlife #penitentiary #federalprison… https://t.co/OVuiXP2nPn', 'Some highlights from our trip to Alcatraz @ Alcatraz, San Francisco Bay https://t.co/3pf6cWvDdC', ""Al Capone's view of San Francisco ??? #gothimontax #murderthough #sanfrancisco #alcatraz… https://t.co/tHmbSgYtqZ"", '""Every window in Alcatraz has a view of San Francisco"" @ Alcatraz Prison Island, San Francisco https://t.co/xh3FQ3QRzL', 'Alcatraz and the San Francisco skyline #sanfrancisco #alcatraz #instatravel #iphoneography… https://t.co/EMUUVo2LGI', 'Alcatraz!!! @ Chart House at Pier 39 https://t.co/SsoN9ecWpG', 'Leaving alcatraz and the sun #sunset #alcatrazislandatsunset @ Alcatraz Prison Island, San… https://t.co/7C22pRu3T6', '""This place feels like prison!"" -Get it?? @ Alcatraz, San Francisco Bay https://t.co/nMpiiSY4Uy', 'Excellent day out #sanfrancisco #lovesanfran #alcatraz #holidays… https://t.co/4XlCK0TPxb', 'Alcatraz island ?? #california #penitentiary #alcatraz #usa… https://t.co/kbn4I2TfXA', 'How I Spent My Time On Alcatraz... the clock.  #sanfrancisco #canon5dmarkiii #prison… https://t.co/EhOore6dEn', 'Fantastic brew, just a teeny bit hoppy in a delightful way. Alcatraz in the ... (White Ale) https://t.co/C4dacE21io #photo']",topic 21
altamontespring_0,"[""If you're looking for work in #AltamonteSprings, FL, check out this #job: https://t.co/VGtKFaeMGC #ThinkGreen https://t.co/uLsjRSBhDy"", 'See our latest #AltamonteSprings, FL #job and click to apply: Associate Dir... - https://t.co/VGtKFaeMGC #Veterans https://t.co/Q57aHaG5tS', ""Want to work at Advance Auto Parts? We're #hiring in #AltamonteSprings, FL! Click for details: https://t.co/PkF5GiBtfc #Job #Automotive"", 'Interested in a #job in #AltamonteSprings, FL? This could be a great fit: https://t.co/DLpeQpaIcB #greenjobs #Nonprofit #Veterans #Hiring', 'This #job might be a great fit for you: FULL TIME SALES POSITION IN ALTAMONTE SPRINGS, FL - https://t.co/2194JlSAbG #AltamonteSprings, FL', ""We're #hiring! Click to apply: Cook - https://t.co/8reiXL1KfD #Job #Hospitality #AltamonteSprings, FL #Jobs #CareerArc"", 'Want to work in #AltamonteSprings, FL? View our latest opening: https://t.co/GTG4F7z2QE #Job #Retail #Jobs #Hiring #CareerArc']",topic 9
amarachi_0,"['Come thru and grab a drink and some amazing food  !! 189 Bridge St !! @ Amarachi https://t.co/fD51U9Us6B', '$2 Harpoon Beer all night @ Amarachi https://t.co/znrjrWrPLZ']",topic 13
amc metreon_0,"['Here for an advance screening of The Dressmaker. (@ AMC Metreon 16 - @amctheatres in San Francisco, CA) https://t.co/8AJivRWsA7', 'Good movie and I know the costume designer. Yeee!! (@ AMC Metreon 16 - @amctheatres) https://t.co/pkhiZ5fS9E https://t.co/JcXJ54Wlia']",topic 16
ame_0,"['More from my favorite college project, Optimistic Alleyway. @ Ames, Iowa https://t.co/llkeLLb7Ut', ""Miss you apple pickin' babes. @ Ames, Iowa https://t.co/NVGHtnymlR"", 'Stuck in middle school still doin peace signs @ Ames, Iowa https://t.co/hRxsCEU88D', ""You really don't mess with this guy. \r\n\r\n#graphicdesign #illustration #monster @ Ames, Iowa https://t.co/ZnG7HDElBN"", 'Better than the reviews. (at @Cinemark Movies 12 for Snowden in Ames, IA w/ @lowelldavis) https://t.co/QgZz5Zqgzq', ""I wonder where they're going... ?? @ Ames, Iowa https://t.co/KNfabpxT8Q"", ""We're #hiring! Click to apply: Team Member - Cook - https://t.co/yXDvWyjSxZ #Job #Hospitality #AMES, IA #Jobs #CareerArc"", ""We're #hiring! Read about our latest #job opening here: Lube Technician - https://t.co/hYDU244IZt #Ames, IA https://t.co/0L53Ez14sQ"", 'Interested in a #job in #Ames, IA? This could be a great fit: https://t.co/j9fcLvoKBX #Transportation #Hiring #CareerArc', ""I'm at Es Tas Sports Bar and Grill - @estasbargrill in Ames, IA https://t.co/VEZIQLrnRf"", ""I'm at Sun Room, Memorial Union in Ames, IA https://t.co/5OCTYKnY0N https://t.co/w8lSkwMKef"", 'Want to work in #Ames, IA? View our latest opening: https://t.co/pHxR5bKGop #Job #Transportation #Jobs #Hiring https://t.co/9ERxI5xQ9Q', 'Going to be a Bridesman for one of my besties, Kayla Bryan! Loving this tux! ??? @ Ames, Iowa https://t.co/iyQUb8c23k', 'PSA::: MY BEST FRIEND IS GOING TO BE IN AMES IN LESS THAN 48… https://t.co/l2RfCC11HM']",topic 9
america stadium_0,"[""Not only is it ? GameDay, but it's @Miss_Boombastik ?? WEDDING DAY!!!! @ Bank of America Stadium https://t.co/vcjsUa1YWF"", 'You know I gotta post one every time @ Bank of America Stadium https://t.co/qpDTXSpqv8', 'Oh the people you will see! #Panther #man #49ersvspanthers  #nfl @ Bank of America Stadium https://t.co/R6mFE4j6Ui', '""I can trip a referee"". -Shawn C. Carter #nfl #live #love #experiences @ Bank of America Stadium https://t.co/BLYNvaQg63', 'And I found the Promise Land of tailgates...\r\n#PantherNation @ Bank of America Stadium https://t.co/VVmITZOPJI', 'Great day at the Panthers/49ers game, lets put it away Carolina! @ Bank of America Stadium https://t.co/cc3mCwsCXS', 'When one of your BFFs is in town, you tailgate. ?? @ Bank of America Stadium https://t.co/7bZtuBOeQ4', 'Panthers won and so did I ? #KeepPounding @ Bank of America Stadium https://t.co/3jhMUlpAq6', ""Can't beat this view. @ Bank of America Stadium https://t.co/XRy4OXKNx0"", 'My hardcore #panthersfan ???? #dedication @ Bank of America Stadium https://t.co/wSO4sQ5cvZ', 'Just posted a photo @ Bank of America Stadium https://t.co/6lQRsJek0a', '#oscarmayerweinermobile in #Clt right now @ Bank of America Stadium https://t.co/GLQ88wxajN', ""The rookie's first interception!? #KeepPounding @ Bank of America Stadium https://t.co/zz3OdtVSer"", 'Views from the very top row of Bank of America Stadium for the San Francisco 49ers vs Carolina… https://t.co/llJWHhFQJY']",topic 29
